Código do Município ;Município ;Estado ;Região ;Ano de Referência ;Código do Prestador ;Prestador ;Sigla do Prestador ;Abrangência ;Tipo de serviço ;Natureza jurídica ;AG001 - População total atendida com abastecimento de água (Habitantes);ES001 - População total atendida com esgotamento sanitário (Habitantes)
260510;Custódia;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;21.359;
260515;Dormentes;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;7.873;5.077
260520;Escada;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;49.730;
260530;Exu;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;18.481;
260540;Feira Nova;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;18.432;
260545;Fernando de Noronha;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2.930;2.129
260550;Ferreiros;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;9.935;
260560;Flores;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;12.911;
260570;Floresta;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;27.172;
260580;Frei Miguelinho;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;6.063;
260600;Garanhuns;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;136.949;13.707
260610;Glória do Goitá;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;16.508;
260620;Goiana;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;45.319;
260630;Granito;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;3.756;
260640;Gravatá;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;81.893;1.512
260660;Ibimirim;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;15.556;
260670;Ibirajuba;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;4.029;
260680;Igarassu;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;77.346;2.455
260690;Iguaraci;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.144;
260760;Ilha de Itamaracá;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;24.888;
260710;Ingazeira;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;2.147;
260720;Ipojuca;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;52.777;10.918
260730;Ipubi;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;16.799;8.162
260740;Itacuruba;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;4.754;
260750;Itaíba;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;17.700;
260770;Itapetim;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;9.351;
260775;Itapissuma;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;14.781;
260780;Itaquitinga;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.972;
260790;Jaboatão dos Guararapes;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;508.084;45.689
260800;Jataúba;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;2.592;
260805;Jatobá;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;11.445;
260810;João Alfredo;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;19.835;
260820;Joaquim Nabuco;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;11.605;
260825;Jucati;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;3.985;
260830;Jupi;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;2.576;
260840;Jurema;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;13.000;
260845;Lagoa do Carro;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;9.102;
260130;Barra de Guabiraba;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;13.764;
260860;Lagoa do Ouro;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;6.852;
260870;Lagoa dos Gatos;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;9.815;
260875;Lagoa Grande;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;14.898;2.762
260880;Lajedo;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;39.146;
260890;Limoeiro;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;43.432;
260900;Macaparana;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;17.623;
260910;Machados;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.871;
260915;Manari;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;7.347;
260920;Maraial;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;4.529;
260930;Mirandiba;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;12.707;
261430;Moreilândia;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;5.336;
260940;Moreno;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;47.896;18.000
260950;Nazaré da Mata;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;29.421;7.616
260960;Olinda;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;341.891;140.866
260970;Orobó;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;7.434;
260980;Orocó;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;5.643;
260990;Ouricuri;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;48.928;
261010;Palmeirina;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;5.303;
261020;Panelas;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;16.338;
260850;Lagoa do Itaenga;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;16.821;
260140;Barreiros;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;35.219;13.555
260150;Belém de Maria;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.448;
260160;Belém de São Francisco;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;15.175;
260170;Belo Jardim;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;75.462;
260120;Arcoverde;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;67.787;3.859
260180;Betânia;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;5.691;
260110;Araripina;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;53.978;
261030;Paranatama;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;1.392;
261040;Parnamirim;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;12.236;
261050;Passira;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;17.454;
261060;Paudalho;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;32.583;
261070;Paulista;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;271.208;124.297
261080;Pedra;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;10.734;
261090;Pesqueira;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;40.933;
261100;Petrolândia;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;25.476;
261110;Petrolina;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;308.321;209.527
261120;Poção;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;6.686;
261130;Pombos;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;19.900;
261140;Primavera;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;6.403;
261150;Quipapá;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;13.039;
261153;Quixaba;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;3.605;
261160;Recife;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1.369.839;646.006
261170;Riacho das Almas;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;12.754;
261180;Ribeirão;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;31.907;
261190;Rio Formoso;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11.195;3.967
261200;Sairé;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;9.731;
261210;Salgadinho;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;3.752;
261220;Salgueiro;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;59.769;19.937
261230;Saloá;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;5.552;
261240;Sanharó;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;20.948;
261245;Santa Cruz;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;6.597;
261247;Santa Cruz da Baixa Verde;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;191;
261250;Santa Cruz do Capibaribe;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;78.656;
261255;Santa Filomena;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;5.008;
261260;Santa Maria da Boa Vista;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;17.308;
261270;Santa Maria do Cambucá;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;6.775;
261280;Santa Terezinha;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.557;
261290;São Benedito do Sul;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;5.975;
261300;São Bento do Una;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;27.118;
261310;São Caitano;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;29.594;
261320;São João;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;13.749;
261330;São Joaquim do Monte;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;16.087;
261340;São José da Coroa Grande;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;19.152;
261350;São José do Belmonte;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;20.351;
261360;São José do Egito;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;24.606;
261370;São Lourenço da Mata;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;74.262;10.603
261380;São Vicente Ferrer;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.279;
261390;Serra Talhada;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;84.352;
261400;Serrita;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;10.802;
261410;Sertânia;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;19.693;
261420;Sirinhaém;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;25.384;7.308
261440;Solidão;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;2.095;
261450;Surubim;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;63.166;
261460;Tabira;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;25.816;
261470;Tacaimbó;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.999;
261480;Tacaratu;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;15.281;
261485;Tamandaré;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;22.591;22.591
261500;Taquaritinga do Norte;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.630;
261510;Terezinha;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;3.602;
261520;Terra Nova;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;9.700;
261530;Timbaúba;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;47.019;
261540;Toritama;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;34.414;
261550;Tracunhaém;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;10.248;
261560;Trindade;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;29.519;
261570;Triunfo;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;7.946;
261580;Tupanatinga;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;11.835;
261590;Tuparetama;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.149;
261600;Venturosa;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;8.992;
261610;Verdejante;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;9.376;
261618;Vertente do Lério;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;2.991;
261620;Vertentes;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;14.625;
261630;Vicência;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;14.249;
261640;Vitória de Santo Antão;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;100.408;38.222
260020;Afrânio;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;9.755;
260010;Afogados da Ingazeira;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água         ;Sociedade de economia mista com administração pública;36.709;
260005;Abreu e Lima;PE;Nordeste    ;2015;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;86.526;22.002
261255;Santa Filomena;PE;Nordeste    ;2015;26125511;Prefeitura Municipal de Santa Filomena;PMSF;Local;Esgoto       ;Administração pública direta;;14.172
261350;São José do Belmonte;PE;Nordeste    ;2015;26135011;Prefeitura Municipal de São José do Belmonte;PMSJB;Local;Esgoto       ;Administração pública direta;;21.500
261360;São José do Egito;PE;Nordeste    ;2015;26136011;Prefeitura Municipal de São José do Egito;PMSJE;Local;Esgoto       ;Administração pública direta;;21.971
261390;Serra Talhada;PE;Nordeste    ;2015;26139011;Prefeitura Municipal de Serra Talhada;PMST;Local;Esgoto       ;Administração pública direta;;65.450
261500;Taquaritinga do Norte;PE;Nordeste    ;2015;26150011;Prefeitura Municipal de Taquaritinga do Norte;PMTN;Local;Esgoto       ;Administração pública direta;;23.000
261580;Tupanatinga;PE;Nordeste    ;2015;26158011;Prefeitura Municipal de Tupanatinga;PMT;Local;Esgoto       ;Administração pública direta;;10.000
261650;Xexéu;PE;Nordeste    ;2015;26165011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água         ;Autarquia;9.300;
TOTAL da AMOSTRA PE:;---;PE TOTAL da AMOSTRA;Nordeste    ;---;---;---;---;---;---;---;7.071.666;1.928.811
240050;Alexandria;RN;Nordeste    ;2015;24005011;Serviço Autônomo de Água e Esgoto de Alexandria;SAAE;Local;Água e Esgoto;Autarquia;13.512;5.513
240180;Brejinho;RN;Nordeste    ;2015;24018011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água         ;Autarquia;8.925;
240260;Ceará-Mirim;RN;Nordeste    ;2015;24026011;Serviço Autônomo de Águas e Esgotos;SAAE;Local;Água e Esgoto;Autarquia;69.989;24.821
240300;Cruzeta;RN;Nordeste    ;2015;24030011;Prefeitura Municipal de Cruzeta;PMC;Local;Esgoto       ;Administração pública direta;;6.000
240330;Encanto;RN;Nordeste    ;2015;24033011;Prefeitura Municipal de Encanto;PME;Local;Esgoto       ;Administração pública direta;;5.593
240360;Extremoz;RN;Nordeste    ;2015;24036011;Serviço Autônomo de Água e Esgotos;SAAE;Local;Água         ;Autarquia;27.525;
240560;Jardim de Piranhas;RN;Nordeste    ;2015;24056011;Prefeitura Municipal de Jardim de Piranhas;PMJP;Local;Esgoto       ;Administração pública direta;;11.459
240130;Augusto Severo;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;5.232;
240140;Baía Formosa;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;7.634;
240145;Baraúna;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;17.132;
240150;Barcelona;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;3.861;
240160;Bento Fernandes;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;2.277;
240165;Bodó;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;1.367;
240170;Bom Jesus;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;7.387;
240185;Caiçara do Norte;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;4.788;
240190;Caiçara do Rio do Vento;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2.845;916
240200;Caicó;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;61.630;5.683
240210;Campo Redondo;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5.651;1.098
240220;Canguaretama;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;22.089;
240230;Caraúbas;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;14.514;
240240;Carnaúba dos Dantas;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;5.227;
240250;Carnaubais;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3.167;2.405
240270;Cerro Corá;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;5.807;
240280;Coronel Ezequiel;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;2.350;
240290;Coronel João Pessoa;RN;Nordeste    ;2015;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Água         ;Sociedade de economia mista com administração pública;1.700;
